id,DateTime,Site,SiteNumber,Seconds,Latitude,Longitude,Hsig,Hmax,Tp,Tz,SST,Direction,Current Speed,Current Direction
1,2025-03-21 00:00:00,Caloundra,54,1742479200,-26.84682,153.15536,1.226,1.76,9.09,5.195,25.65,92.8,-99.9,-99.9
2,2025-03-21 00:30:00,Caloundra,54,1742481000,-26.84671,153.15536,1.145,2.09,8.33,5.263,25.6,95.6,-99.9,-99.9
3,2025-03-21 01:00:00,Caloundra,54,1742482800,-26.84677,153.15536,1.191,2.0,9.09,5.063,25.55,95.6,-99.9,-99.9
4,2025-03-21 01:30:00,Caloundra,54,1742484600,-26.84676,153.15534,1.103,1.97,9.09,5.333,25.55,85.8,-99.9,-99.9
5,2025-03-21 02:00:00,Caloundra,54,1742486400,-26.84658,153.1554,1.144,1.86,7.69,5.333,25.55,94.2,-99.9,-99.9
6,2025-03-21 02:30:00,Caloundra,54,1742488200,-26.84628,153.15564,1.135,1.91,8.33,5.333,25.55,90.0,-99.9,-99.9
7,2025-03-21 03:00:00,Caloundra,54,1742490000,-26.84623,153.15579,1.156,2.09,8.33,5.634,25.6,87.2,-99.9,-99.9
8,2025-03-21 03:30:00,Caloundra,54,1742491800,-26.84623,153.15585,1.091,1.88,8.33,5.556,25.65,90.0,-99.9,-99.9
9,2025-03-21 04:00:00,Caloundra,54,1742493600,-26.84624,153.15594,1.094,1.88,8.33,5.634,25.6,91.4,-99.9,-99.9
10,2025-03-21 04:30:00,Caloundra,54,1742495400,-26.84625,153.156,1.147,2.02,6.67,5.714,25.65,84.4,-99.9,-99.9
11,2025-03-21 05:00:00,Caloundra,54,1742497200,-26.84625,153.156,1.187,2.06,8.33,5.714,25.65,97.0,-99.9,-99.9
12,2025-03-21 05:30:00,Caloundra,54,1742499000,-26.84625,153.15602,1.118,2.4,7.14,5.797,25.65,88.6,-99.9,-99.9
13,2025-03-21 06:00:00,Caloundra,54,1742500800,-26.84624,153.156,1.034,2.07,7.69,5.882,25.55,87.2,-99.9,-99.9
14,2025-03-21 06:30:00,Caloundra,54,1742502600,-26.84623,153.15594,1.109,1.74,7.14,5.634,25.55,77.3,-99.9,-99.9
15,2025-03-21 07:00:00,Caloundra,54,1742504400,-26.84624,153.15594,1.008,1.76,7.69,5.797,25.55,92.8,-99.9,-99.9
16,2025-03-21 07:30:00,Caloundra,54,1742506200,-26.84625,153.15594,1.026,1.81,6.67,5.714,25.55,85.8,-99.9,-99.9
17,2025-03-21 08:00:00,Caloundra,54,1742508000,-26.84624,153.15592,0.977,1.78,7.69,5.882,25.55,90.0,-99.9,-99.9
18,2025-03-21 08:30:00,Caloundra,54,1742509800,-26.84625,153.15594,1.011,1.69,7.69,5.556,25.65,94.2,-99.9,-99.9
19,2025-03-21 09:00:00,Caloundra,54,1742511600,-26.84627,153.15592,0.985,1.63,8.33,5.714,25.7,90.0,-99.9,-99.9
20,2025-03-21 09:30:00,Caloundra,54,1742513400,-26.84625,153.15583,0.93,1.55,8.33,5.797,25.85,98.4,-99.9,-99.9
21,2025-03-21 10:00:00,Caloundra,54,1742515200,-26.84624,153.15566,0.967,1.69,8.33,5.556,25.85,90.0,-99.9,-99.9
22,2025-03-21 10:30:00,Caloundra,54,1742517000,-26.84627,153.15557,0.923,1.4,8.33,5.714,25.9,95.6,-99.9,-99.9
23,2025-03-21 11:00:00,Caloundra,54,1742518800,-26.84633,153.15549,0.962,1.61,8.33,5.634,26.0,91.4,-99.9,-99.9
24,2025-03-21 11:30:00,Caloundra,54,1742520600,-26.84636,153.15544,0.895,1.49,8.33,5.634,26.05,98.4,-99.9,-99.9
25,2025-03-21 12:00:00,Caloundra,54,1742522400,-26.84635,153.15547,0.951,1.57,8.33,5.333,26.0,101.3,-99.9,-99.9
26,2025-03-21 12:30:00,Caloundra,54,1742524200,-26.84629,153.15559,0.924,1.61,8.33,5.333,25.95,97.0,-99.9,-99.9
27,2025-03-21 13:00:00,Caloundra,54,1742526000,-26.84626,153.15572,0.886,1.51,7.69,5.128,26.0,95.6,-99.9,-99.9
28,2025-03-21 13:30:00,Caloundra,54,1742527800,-26.84626,153.15581,0.954,1.84,9.09,4.938,26.05,95.6,-99.9,-99.9
29,2025-03-21 14:00:00,Caloundra,54,1742529600,-26.84627,153.15585,0.895,1.54,8.33,5.263,26.05,94.2,-99.9,-99.9
30,2025-03-21 14:30:00,Caloundra,54,1742531400,-26.84626,153.1557,0.915,1.61,8.33,5.333,26.3,98.4,-99.9,-99.9
31,2025-03-21 15:00:00,Caloundra,54,1742533200,-26.84625,153.15574,0.881,1.48,8.33,5.634,26.2,99.8,-99.9,-99.9
32,2025-03-21 15:30:00,Caloundra,54,1742535000,-26.84623,153.15577,0.869,1.9,8.33,5.479,26.15,105.5,-99.9,-99.9
33,2025-03-21 16:00:00,Caloundra,54,1742536800,-26.84623,153.15583,0.956,1.56,9.09,5.405,26.2,92.8,-99.9,-99.9
34,2025-03-21 16:30:00,Caloundra,54,1742538600,-26.84626,153.15587,1.004,1.66,8.33,5.797,26.25,92.8,-99.9,-99.9
35,2025-03-21 17:00:00,Caloundra,54,1742540400,-26.84626,153.15589,0.943,1.97,8.33,6.061,26.15,91.4,-99.9,-99.9
36,2025-03-21 17:30:00,Caloundra,54,1742542200,-26.84624,153.15587,0.879,1.41,7.69,5.714,26.2,98.4,-99.9,-99.9
37,2025-03-21 18:00:00,Caloundra,54,1742544000,-26.84624,153.15585,0.95,1.49,8.33,5.479,26.2,84.4,-99.9,-99.9
38,2025-03-21 18:30:00,Caloundra,54,1742545800,-26.84623,153.15583,0.985,1.68,8.33,5.797,26.15,92.8,-99.9,-99.9
39,2025-03-21 19:00:00,Caloundra,54,1742547600,-26.84623,153.15581,0.96,1.58,8.33,5.882,26.05,92.8,-99.9,-99.9
40,2025-03-21 19:30:00,Caloundra,54,1742549400,-26.84623,153.15577,0.968,1.44,8.33,5.882,26.05,91.4,-99.9,-99.9
41,2025-03-21 20:00:00,Caloundra,54,1742551200,-26.84625,153.15568,1.006,1.56,8.33,5.97,26.05,92.8,-99.9,-99.9
42,2025-03-21 20:30:00,Caloundra,54,1742553000,-26.84632,153.15559,0.973,1.47,8.33,5.97,25.95,91.4,-99.9,-99.9
43,2025-03-21 21:00:00,Caloundra,54,1742554800,-26.84638,153.15551,0.951,1.93,7.69,5.634,25.95,92.8,-99.9,-99.9
44,2025-03-21 21:30:00,Caloundra,54,1742556600,-26.84657,153.15538,0.951,1.53,7.69,5.479,25.95,92.8,-99.9,-99.9
45,2025-03-21 22:00:00,Caloundra,54,1742558400,-26.8468,153.15538,0.902,1.75,7.69,5.333,25.9,95.6,-99.9,-99.9
46,2025-03-21 22:30:00,Caloundra,54,1742560200,-26.84699,153.15547,0.928,1.65,8.33,5.195,25.85,91.4,-99.9,-99.9
47,2025-03-21 23:00:00,Caloundra,54,1742562000,-26.84703,153.15555,0.99,1.59,7.69,5.333,25.85,94.2,-99.9,-99.9
48,2025-03-21 23:30:00,Caloundra,54,1742563800,-26.84705,153.15557,0.903,1.73,7.69,5.714,25.8,90.0,-99.9,-99.9
49,2025-03-22 00:00:00,Caloundra,54,1742565600,-26.84703,153.15553,1.008,1.69,8.33,5.714,25.8,97.0,-99.9,-99.9
50,2025-03-22 00:30:00,Caloundra,54,1742567400,-26.84697,153.15547,0.879,1.28,7.69,5.882,25.85,95.6,-99.9,-99.9
51,2025-03-22 01:00:00,Caloundra,54,1742569200,-26.84693,153.15542,1.003,1.72,7.69,5.882,25.85,94.2,-99.9,-99.9
52,2025-03-22 01:30:00,Caloundra,54,1742571000,-26.84692,153.15542,0.939,1.59,7.69,6.154,25.9,88.6,-99.9,-99.9
53,2025-03-22 02:00:00,Caloundra,54,1742572800,-26.8469,153.15542,0.957,1.5,8.33,6.061,25.9,90.0,-99.9,-99.9
54,2025-03-22 02:30:00,Caloundra,54,1742574600,-26.84688,153.1554,1.037,1.71,8.33,6.25,25.8,95.6,-99.9,-99.9
55,2025-03-22 03:00:00,Caloundra,54,1742576400,-26.84684,153.15542,0.97,1.7,7.69,6.25,25.9,88.6,-99.9,-99.9
56,2025-03-22 03:30:00,Caloundra,54,1742578200,-26.84665,153.15547,1.006,1.73,7.69,6.154,25.8,87.2,-99.9,-99.9
57,2025-03-22 04:00:00,Caloundra,54,1742580000,-26.84644,153.15564,0.965,1.53,7.69,6.25,25.85,87.2,-99.9,-99.9
58,2025-03-22 04:30:00,Caloundra,54,1742581800,-26.84626,153.15574,0.846,1.31,7.69,6.349,25.8,90.0,-99.9,-99.9
59,2025-03-22 05:00:00,Caloundra,54,1742583600,-26.84624,153.15583,0.901,1.36,7.69,5.882,25.8,85.8,-99.9,-99.9
60,2025-03-22 05:30:00,Caloundra,54,1742585400,-26.84622,153.15583,0.93,1.77,7.69,6.154,25.8,90.0,-99.9,-99.9
61,2025-03-22 06:00:00,Caloundra,54,1742587200,-26.84624,153.15589,0.847,1.37,7.69,6.061,25.95,87.2,-99.9,-99.9
62,2025-03-22 06:30:00,Caloundra,54,1742589000,-26.84625,153.15596,0.897,1.79,7.69,5.97,25.95,80.2,-99.9,-99.9
63,2025-03-22 07:00:00,Caloundra,54,1742590800,-26.84626,153.15596,0.934,1.33,7.69,6.061,25.9,85.8,-99.9,-99.9
64,2025-03-22 07:30:00,Caloundra,54,1742592600,-26.84626,153.15598,0.905,1.82,7.69,6.061,25.85,88.6,-99.9,-99.9
65,2025-03-22 08:00:00,Caloundra,54,1742594400,-26.84629,153.15602,0.92,1.59,7.69,6.061,25.95,74.5,-99.9,-99.9
66,2025-03-22 08:30:00,Caloundra,54,1742596200,-26.84633,153.15604,0.89,1.62,7.14,6.154,26.0,78.8,-99.9,-99.9
67,2025-03-22 09:00:00,Caloundra,54,1742598000,-26.84641,153.15611,0.841,1.36,7.69,6.25,26.05,75.9,-99.9,-99.9
68,2025-03-22 09:30:00,Caloundra,54,1742599800,-26.84656,153.15613,0.854,1.45,7.69,5.97,26.4,80.2,-99.9,-99.9
69,2025-03-22 10:00:00,Caloundra,54,1742601600,-26.84664,153.15611,0.9,1.58,7.69,6.061,26.6,90.0,-99.9,-99.9
70,2025-03-22 10:30:00,Caloundra,54,1742603400,-26.84675,153.15602,0.877,1.28,7.69,6.154,26.7,84.4,-99.9,-99.9
71,2025-03-22 11:00:00,Caloundra,54,1742605200,-26.84685,153.15598,0.845,1.34,7.69,6.061,26.7,88.6,-99.9,-99.9
72,2025-03-22 11:30:00,Caloundra,54,1742607000,-26.84698,153.15585,0.923,1.81,7.69,6.061,26.7,87.2,-99.9,-99.9
73,2025-03-22 12:00:00,Caloundra,54,1742608800,-26.84706,153.15572,0.776,1.55,7.69,6.154,26.65,90.0,-99.9,-99.9
74,2025-03-22 12:30:00,Caloundra,54,1742610600,-26.84707,153.15568,0.781,1.26,7.69,5.97,26.85,75.9,-99.9,-99.9
75,2025-03-22 13:00:00,Caloundra,54,1742612400,-26.84707,153.15566,0.822,1.36,7.69,6.061,26.65,88.6,-99.9,-99.9
76,2025-03-22 13:30:00,Caloundra,54,1742614200,-26.84707,153.15564,0.794,1.44,7.69,6.061,26.6,80.2,-99.9,-99.9
77,2025-03-22 14:00:00,Caloundra,54,1742616000,-26.84706,153.15559,0.779,1.43,7.14,5.97,26.45,81.6,-99.9,-99.9
78,2025-03-22 14:30:00,Caloundra,54,1742617800,-26.84705,153.15557,0.776,1.46,7.69,5.714,26.45,88.6,-99.9,-99.9
79,2025-03-22 15:00:00,Caloundra,54,1742619600,-26.84701,153.15553,0.762,1.24,7.69,5.634,26.65,90.0,-99.9,-99.9
80,2025-03-22 15:30:00,Caloundra,54,1742621400,-26.84705,153.15559,0.766,1.21,7.69,5.556,26.6,91.4,-99.9,-99.9
81,2025-03-22 16:00:00,Caloundra,54,1742623200,-26.84701,153.15557,0.763,1.41,7.69,5.333,26.65,78.8,-99.9,-99.9
82,2025-03-22 16:30:00,Caloundra,54,1742625000,-26.84685,153.15557,0.788,1.32,7.14,5.195,26.6,88.6,-99.9,-99.9
83,2025-03-22 17:00:00,Caloundra,54,1742626800,-26.84673,153.15568,0.83,1.42,7.69,5.0,26.5,87.2,-99.9,-99.9
84,2025-03-22 17:30:00,Caloundra,54,1742628600,-26.84666,153.15572,0.854,1.42,7.69,4.819,26.5,81.6,-99.9,-99.9
85,2025-03-22 18:00:00,Caloundra,54,1742630400,-26.84656,153.15581,0.868,1.4,7.69,4.598,26.55,94.2,-99.9,-99.9
86,2025-03-22 18:30:00,Caloundra,54,1742632200,-26.84646,153.15581,0.84,1.33,7.69,4.819,26.5,83.0,-99.9,-99.9
87,2025-03-22 19:00:00,Caloundra,54,1742634000,-26.8464,153.15581,0.824,1.31,7.69,4.706,26.5,81.6,-99.9,-99.9
88,2025-03-22 19:30:00,Caloundra,54,1742635800,-26.84639,153.15585,0.881,1.65,7.69,4.494,26.5,85.8,-99.9,-99.9
89,2025-03-22 20:00:00,Caloundra,54,1742637600,-26.84647,153.15594,0.904,1.55,7.14,4.545,26.45,83.0,-99.9,-99.9
90,2025-03-22 20:30:00,Caloundra,54,1742639400,-26.84672,153.15596,0.921,1.62,7.14,4.494,26.55,90.0,-99.9,-99.9
91,2025-03-22 21:00:00,Caloundra,54,1742641200,-26.84699,153.15587,0.895,1.87,7.14,4.598,26.65,88.6,-99.9,-99.9
92,2025-03-22 21:30:00,Caloundra,54,1742643000,-26.84711,153.15579,0.877,1.38,7.14,4.348,26.55,81.6,-99.9,-99.9
93,2025-03-22 22:00:00,Caloundra,54,1742644800,-26.8471,153.15568,0.901,1.41,7.69,4.348,26.55,92.8,-99.9,-99.9
94,2025-03-22 22:30:00,Caloundra,54,1742646600,-26.84707,153.15557,0.92,1.38,6.67,4.706,26.5,78.8,-99.9,-99.9
95,2025-03-22 23:00:00,Caloundra,54,1742648400,-26.84706,153.15553,0.901,1.57,7.14,4.545,26.45,80.2,-99.9,-99.9
96,2025-03-22 23:30:00,Caloundra,54,1742650200,-26.84706,153.15553,0.862,1.38,7.14,4.598,26.4,75.9,-99.9,-99.9
97,2025-03-23 00:00:00,Caloundra,54,1742652000,-26.84707,153.15557,0.85,1.62,7.14,4.819,26.35,80.2,-99.9,-99.9
98,2025-03-23 00:30:00,Caloundra,54,1742653800,-26.84711,153.15564,0.845,1.38,7.14,4.819,26.3,70.3,-99.9,-99.9
99,2025-03-23 01:00:00,Caloundra,54,1742655600,-26.84711,153.15568,0.881,1.62,7.14,4.938,26.25,78.8,-99.9,-99.9
100,2025-03-23 01:30:00,Caloundra,54,1742657400,-26.8471,153.15566,0.835,1.46,7.69,5.063,26.3,67.5,-99.9,-99.9
101,2025-03-23 02:00:00,Caloundra,54,1742659200,-26.8471,153.15566,0.85,1.46,7.14,5.0,26.25,85.8,-99.9,-99.9
102,2025-03-23 02:30:00,Caloundra,54,1742661000,-26.84708,153.15564,0.792,1.62,7.14,5.195,26.15,83.0,-99.9,-99.9
103,2025-03-23 03:00:00,Caloundra,54,1742662800,-26.84706,153.15559,0.792,1.58,7.14,5.0,26.2,75.9,-99.9,-99.9
104,2025-03-23 03:30:00,Caloundra,54,1742664600,-26.847,153.15551,0.769,1.11,7.14,5.333,26.25,80.2,-99.9,-99.9
105,2025-03-23 04:00:00,Caloundra,54,1742666400,-26.84697,153.15547,0.753,1.27,7.14,5.195,26.3,84.4,-99.9,-99.9
106,2025-03-23 04:30:00,Caloundra,54,1742668200,-26.84691,153.15544,0.793,1.25,7.14,5.195,26.25,85.8,-99.9,-99.9
107,2025-03-23 05:00:00,Caloundra,54,1742670000,-26.84678,153.15547,0.757,1.45,6.67,5.333,26.25,73.1,-99.9,-99.9
108,2025-03-23 05:30:00,Caloundra,54,1742671800,-26.84666,153.15557,0.715,1.47,6.67,5.479,26.2,77.3,-99.9,-99.9
109,2025-03-23 06:00:00,Caloundra,54,1742673600,-26.84661,153.15562,0.713,1.18,7.14,5.263,26.2,87.2,-99.9,-99.9
110,2025-03-23 06:30:00,Caloundra,54,1742675400,-26.84654,153.15562,0.712,1.21,7.14,5.333,26.2,81.6,-99.9,-99.9
111,2025-03-23 07:00:00,Caloundra,54,1742677200,-26.84644,153.15564,0.716,1.15,7.14,5.479,26.15,73.1,-99.9,-99.9
112,2025-03-23 07:30:00,Caloundra,54,1742679000,-26.84637,153.15566,0.783,1.33,7.14,5.634,26.15,74.5,-99.9,-99.9
113,2025-03-23 08:00:00,Caloundra,54,1742680800,-26.84633,153.15577,0.693,1.07,6.67,5.556,26.2,77.3,-99.9,-99.9
114,2025-03-23 08:30:00,Caloundra,54,1742682600,-26.84633,153.15581,0.713,1.18,6.67,5.556,26.3,70.3,-99.9,-99.9
115,2025-03-23 09:00:00,Caloundra,54,1742684400,-26.84632,153.15583,0.703,1.12,6.67,5.405,26.4,70.3,-99.9,-99.9
116,2025-03-23 09:30:00,Caloundra,54,1742686200,-26.84631,153.15583,0.715,1.35,6.67,5.479,26.55,64.7,-99.9,-99.9
117,2025-03-23 10:00:00,Caloundra,54,1742688000,-26.84633,153.15587,0.668,1.21,6.67,5.405,26.8,71.7,-99.9,-99.9
118,2025-03-23 11:00:00,Caloundra,54,1742691600,-26.84643,153.15585,0.735,1.18,6.67,5.333,26.8,61.9,-99.9,-99.9
119,2025-03-23 11:30:00,Caloundra,54,1742693400,-26.84664,153.15583,0.718,1.21,6.67,5.333,26.95,64.7,-99.9,-99.9
120,2025-03-23 12:00:00,Caloundra,54,1742695200,-26.84683,153.15579,0.713,1.21,6.67,5.128,27.15,66.1,-99.9,-99.9
121,2025-03-23 12:30:00,Caloundra,54,1742697000,-26.84697,153.15572,0.705,1.24,7.14,5.195,27.15,77.3,-99.9,-99.9
122,2025-03-23 13:00:00,Caloundra,54,1742698800,-26.84708,153.1557,0.715,1.11,7.14,5.263,27.2,77.3,-99.9,-99.9
123,2025-03-23 13:30:00,Caloundra,54,1742700600,-26.84709,153.15562,0.615,1.04,6.67,5.195,27.45,77.3,-99.9,-99.9
124,2025-03-23 14:00:00,Caloundra,54,1742702400,-26.8471,153.15562,0.709,1.14,6.67,5.0,27.35,73.1,-99.9,-99.9
125,2025-03-23 14:30:00,Caloundra,54,1742704200,-26.8471,153.15557,0.702,1.34,6.67,5.195,27.4,75.9,-99.9,-99.9
126,2025-03-23 15:00:00,Caloundra,54,1742706000,-26.84703,153.15551,0.633,1.06,6.67,5.195,27.25,68.9,-99.9,-99.9
127,2025-03-23 15:30:00,Caloundra,54,1742707800,-26.84703,153.15551,0.655,1.08,6.67,5.195,27.2,73.1,-99.9,-99.9
128,2025-03-23 16:00:00,Caloundra,54,1742709600,-26.84706,153.15553,0.615,0.9,6.67,5.128,27.05,66.1,-99.9,-99.9
129,2025-03-23 16:30:00,Caloundra,54,1742711400,-26.84706,153.15559,0.651,1.14,7.14,5.063,26.9,63.3,-99.9,-99.9
130,2025-03-23 17:00:00,Caloundra,54,1742713200,-26.84698,153.15549,0.669,1.3,5.88,4.878,26.85,61.9,-99.9,-99.9
131,2025-03-23 17:30:00,Caloundra,54,1742715000,-26.84691,153.15547,0.663,1.25,6.67,5.063,26.8,68.9,-99.9,-99.9
132,2025-03-23 18:00:00,Caloundra,54,1742716800,-26.84677,153.15549,0.653,1.26,6.25,4.938,26.75,70.3,-99.9,-99.9
133,2025-03-23 18:30:00,Caloundra,54,1742718600,-26.84669,153.15555,0.737,1.17,6.67,4.878,26.75,60.5,-99.9,-99.9
134,2025-03-23 19:00:00,Caloundra,54,1742720400,-26.84663,153.15553,0.739,1.26,6.25,4.878,26.75,74.5,-99.9,-99.9
135,2025-03-23 19:30:00,Caloundra,54,1742722200,-26.84652,153.15549,0.704,1.17,6.25,5.128,26.8,71.7,-99.9,-99.9
136,2025-03-23 20:00:00,Caloundra,54,1742724000,-26.84646,153.15549,0.693,1.14,6.25,5.0,26.75,77.3,-99.9,-99.9
137,2025-03-23 20:30:00,Caloundra,54,1742725800,-26.84642,153.15553,0.66,1.08,5.88,5.063,26.8,67.5,-99.9,-99.9
138,2025-03-23 21:00:00,Caloundra,54,1742727600,-26.8464,153.15553,0.688,1.02,6.25,4.878,26.85,74.5,-99.9,-99.9
139,2025-03-23 21:30:00,Caloundra,54,1742729400,-26.84644,153.15549,0.728,1.18,5.56,4.878,26.9,63.3,-99.9,-99.9
140,2025-03-23 22:00:00,Caloundra,54,1742731200,-26.84657,153.15542,0.688,1.2,6.67,4.938,26.85,68.9,-99.9,-99.9
141,2025-03-23 22:30:00,Caloundra,54,1742733000,-26.84679,153.15538,0.723,1.16,6.67,4.938,26.85,67.5,-99.9,-99.9
142,2025-03-23 23:00:00,Caloundra,54,1742734800,-26.84694,153.15544,0.683,1.19,6.25,4.938,26.85,70.3,-99.9,-99.9
143,2025-03-23 23:30:00,Caloundra,54,1742736600,-26.847,153.15551,0.707,1.19,6.67,4.706,26.85,71.7,-99.9,-99.9
144,2025-03-24 00:00:00,Caloundra,54,1742738400,-26.84702,153.15553,0.741,1.32,6.25,4.396,26.85,71.7,-99.9,-99.9
145,2025-03-24 00:30:00,Caloundra,54,1742740200,-26.84706,153.15557,0.683,1.25,6.67,4.598,26.8,59.1,-99.9,-99.9
146,2025-03-24 01:00:00,Caloundra,54,1742742000,-26.84708,153.15562,0.661,1.44,6.67,4.598,26.8,60.5,-99.9,-99.9
147,2025-03-24 01:30:00,Caloundra,54,1742743800,-26.84708,153.15562,0.698,1.4,6.67,4.598,26.7,64.7,-99.9,-99.9
148,2025-03-24 02:00:00,Caloundra,54,1742745600,-26.84708,153.15562,0.706,1.3,6.67,4.706,26.7,63.3,-99.9,-99.9
149,2025-03-24 02:30:00,Caloundra,54,1742747400,-26.84707,153.15559,0.679,1.09,6.25,4.494,26.65,52.0,-99.9,-99.9
150,2025-03-24 03:00:00,Caloundra,54,1742749200,-26.84706,153.15555,0.641,1.02,6.67,4.598,26.6,61.9,-99.9,-99.9
151,2025-03-24 03:30:00,Caloundra,54,1742751000,-26.84706,153.15551,0.709,1.25,6.67,4.494,26.65,71.7,-99.9,-99.9
152,2025-03-24 04:00:00,Caloundra,54,1742752800,-26.84706,153.15553,0.704,1.32,6.25,4.124,26.65,66.1,-99.9,-99.9
153,2025-03-24 04:30:00,Caloundra,54,1742754600,-26.84707,153.15555,0.668,1.09,6.67,3.81,26.55,67.5,-99.9,-99.9
154,2025-03-24 05:00:00,Caloundra,54,1742756400,-26.84706,153.15555,0.669,1.26,6.25,4.0,26.6,61.9,-99.9,-99.9
155,2025-03-24 05:30:00,Caloundra,54,1742758200,-26.84705,153.15559,0.621,1.01,6.67,4.494,26.55,63.3,-99.9,-99.9
156,2025-03-24 06:00:00,Caloundra,54,1742760000,-26.84703,153.15559,0.591,1.01,6.67,4.651,26.55,70.3,-99.9,-99.9
157,2025-03-24 06:30:00,Caloundra,54,1742761800,-26.84696,153.15557,0.605,1.11,6.25,4.706,26.55,78.8,-99.9,-99.9
158,2025-03-24 07:00:00,Caloundra,54,1742763600,-26.84667,153.1557,0.615,1.11,6.67,4.819,26.5,70.3,-99.9,-99.9
159,2025-03-24 07:30:00,Caloundra,54,1742765400,-26.84652,153.15572,0.663,1.12,5.88,4.938,26.5,77.3,-99.9,-99.9
160,2025-03-24 08:00:00,Caloundra,54,1742767200,-26.84633,153.15574,0.74,1.46,6.25,5.0,26.5,68.9,-99.9,-99.9
161,2025-03-24 08:30:00,Caloundra,54,1742769000,-26.84628,153.15577,0.757,1.36,4.76,4.706,26.5,53.4,-99.9,-99.9
162,2025-03-24 09:00:00,Caloundra,54,1742770800,-26.84629,153.15583,0.808,1.29,6.67,4.348,26.55,64.7,-99.9,-99.9
163,2025-03-24 09:30:00,Caloundra,54,1742772600,-26.84629,153.15594,0.812,1.24,6.25,4.396,26.6,61.9,-99.9,-99.9
164,2025-03-24 10:00:00,Caloundra,54,1742774400,-26.84629,153.15592,0.81,1.37,6.25,4.545,26.65,61.9,-99.9,-99.9
165,2025-03-24 10:30:00,Caloundra,54,1742776200,-26.84633,153.15598,0.839,1.49,5.56,4.348,26.7,68.9,-99.9,-99.9
166,2025-03-24 11:00:00,Caloundra,54,1742778000,-26.84634,153.15598,0.887,1.62,5.0,4.255,26.7,56.3,-99.9,-99.9
167,2025-03-24 11:30:00,Caloundra,54,1742779800,-26.84634,153.15596,0.909,1.58,4.55,4.255,26.75,61.9,-99.9,-99.9
168,2025-03-24 12:00:00,Caloundra,54,1742781600,-26.84634,153.15594,0.912,1.48,5.56,4.301,26.85,57.7,-99.9,-99.9
169,2025-03-24 12:30:00,Caloundra,54,1742783400,-26.84633,153.15579,0.956,1.58,5.88,4.494,27.05,56.3,-99.9,-99.9
170,2025-03-24 13:00:00,Caloundra,54,1742785200,-26.84644,153.15551,0.908,1.76,5.88,4.494,27.15,60.5,-99.9,-99.9
171,2025-03-24 13:30:00,Caloundra,54,1742787000,-26.84666,153.15534,0.906,1.6,5.56,4.396,27.3,73.1,-99.9,-99.9
172,2025-03-24 14:00:00,Caloundra,54,1742788800,-26.8468,153.15534,0.878,1.51,5.88,4.396,27.25,67.5,-99.9,-99.9
173,2025-03-24 14:30:00,Caloundra,54,1742790600,-26.84692,153.15536,0.805,1.5,5.88,4.444,27.25,66.1,-99.9,-99.9
174,2025-03-24 15:00:00,Caloundra,54,1742792400,-26.84692,153.15538,0.776,1.34,5.88,4.444,27.3,74.5,-99.9,-99.9
175,2025-03-24 15:30:00,Caloundra,54,1742794200,-26.84692,153.1554,0.806,1.27,5.88,4.396,27.3,70.3,-99.9,-99.9
176,2025-03-24 16:00:00,Caloundra,54,1742796000,-26.84694,153.1554,0.783,1.29,5.56,4.348,27.2,66.1,-99.9,-99.9
177,2025-03-24 16:30:00,Caloundra,54,1742797800,-26.8469,153.15538,0.748,1.21,5.56,4.124,27.1,74.5,-99.9,-99.9
178,2025-03-24 17:00:00,Caloundra,54,1742799600,-26.84686,153.15536,0.789,1.33,5.88,3.846,27.05,74.5,-99.9,-99.9
179,2025-03-24 17:30:00,Caloundra,54,1742801400,-26.84682,153.15536,0.787,1.53,5.56,4.0,27.1,83.0,-99.9,-99.9
180,2025-03-24 18:00:00,Caloundra,54,1742803200,-26.84667,153.15536,0.827,1.53,6.25,4.082,27.05,73.1,-99.9,-99.9
181,2025-03-24 18:30:00,Caloundra,54,1742805000,-26.84652,153.15542,0.769,1.29,5.56,4.082,27.0,84.4,-99.9,-99.9
182,2025-03-24 19:00:00,Caloundra,54,1742806800,-26.84639,153.15555,0.826,1.38,6.67,4.0,27.0,53.4,-99.9,-99.9
183,2025-03-24 19:30:00,Caloundra,54,1742808600,-26.84629,153.15577,0.904,1.53,5.88,4.124,27.0,64.7,-99.9,-99.9
184,2025-03-24 20:00:00,Caloundra,54,1742810400,-26.84628,153.15579,0.829,1.5,6.25,4.124,27.0,68.9,-99.9,-99.9
185,2025-03-24 20:30:00,Caloundra,54,1742812200,-26.84628,153.15592,0.88,1.55,6.25,4.211,27.0,64.7,-99.9,-99.9
186,2025-03-24 21:00:00,Caloundra,54,1742814000,-26.84629,153.15589,0.85,1.55,6.25,4.348,26.95,63.3,-99.9,-99.9
187,2025-03-24 21:30:00,Caloundra,54,1742815800,-26.84626,153.15579,0.904,1.39,5.88,4.545,26.9,67.5,-99.9,-99.9
188,2025-03-24 22:00:00,Caloundra,54,1742817600,-26.84626,153.15577,0.962,1.54,5.88,4.124,26.85,78.8,-99.9,-99.9
189,2025-03-24 22:30:00,Caloundra,54,1742819400,-26.84627,153.15568,0.995,1.93,5.88,4.211,26.7,70.3,-99.9,-99.9
190,2025-03-24 23:00:00,Caloundra,54,1742821200,-26.84629,153.15562,0.971,1.76,6.25,4.301,26.8,66.1,-99.9,-99.9
